Run will be saved under: ./run_outputs/run_2023-01-01_to_2023-03-31

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 39132582, isPK: False, prob: 0.000780856644269079>
<pmid: 36622154, isPK: True, prob: 0.9999871253967285>
<pmid: 36622148, isPK: True, prob: 0.9999895095825195>
<pmid: 36621830, isPK: True, prob: 0.9761186242103577>
<pmid: 36621256, isPK: False, prob: 0.0012836038367822766>
<pmid: 36621072, isPK: True, prob: 0.9999421834945679>
<pmid: 36620352, isPK: True, prob: 0.9999727010726929>
<pmid: 36620072, isPK: False, prob: 0.016341621056199074>
<pmid: 36617366, isPK: True, prob: 0.9999924898147583>
<pmid: 36614199, isPK: False, prob: 0.0006693208124488592>
<pmid: 36613150, isPK: False, prob: 0.0012661127839237452>
<pmid: 36612312, isPK: True, prob: 0.9999805688858032>
<pmid: 36609913, isPK: False, prob: 0.0004887792165391147>
<pmid: 36609694, isPK: True, prob: 0.9999940395355225>
<pmid: 36608780, isPK: False, prob: 0.0009312375332228839>
<pmid: 36608544, isPK: False, prob: 0.06027289107441902>
<pmid: 36608428, isPK: True, prob: 0.9999902248382568>
<pmid: 36608108, isPK: True, prob: 0.9999933242797852>
<pmid: 36608050, isPK: True, prob: 0.9999825954437256>
<pmid: 36607965, isPK: False, prob: 0.29858309030532837>
<pmid: 36607589, isPK: True, prob: 0.9999938011169434>
<pmid: 36607544, isPK: True, prob: 0.9999926090240479>
<pmid: 36607408, isPK: False, prob: 0.0015601938357576728>
<pmid: 36606687, isPK: False, prob: 0.0021841353736817837>
<pmid: 36604532, isPK: False, prob: 0.0006806137389503419>
<pmid: 36604327, isPK: True, prob: 0.9999912977218628>
<pmid: 36604180, isPK: True, prob: 0.9999735355377197>
<pmid: 36604158, isPK: False, prob: 0.0008717107120901346>
<pmid: 36603785, isPK: False, prob: 0.0013528642011806369>
<pmid: 36603732, isPK: False, prob: 0.0006238968344405293>
<pmid: 36603670, isPK: False, prob: 0.004796507768332958>
<pmid: 36603393, isPK: False, prob: 0.0010682436404749751>
<pmid: 36602058, isPK: False, prob: 0.0011520754778757691>
<pmid: 36601892, isPK: False, prob: 0.0009981399634853005>
<pmid: 36601737, isPK: True, prob: 0.9999922513961792>
<pmid: 36601711, isPK: True, prob: 0.9999932050704956>
<pmid: 36599479, isPK: True, prob: 0.9999912977218628>
<pmid: 36599427, isPK: False, prob: 0.0010141936363652349>
<pmid: 36599390, isPK: True, prob: 0.9999860525131226>
<pmid: 36598155, isPK: False, prob: 0.0032740014139562845>
<pmid: 36598095, isPK: False, prob: 0.0008634573314338923>
<pmid: 36597997, isPK: True, prob: 0.9999545812606812>
<pmid: 36597869, isPK: True, prob: 0.9999935626983643>
<pmid: 36597465, isPK: False, prob: 0.000929688336327672>
<pmid: 36597353, isPK: True, prob: 0.9999901056289673>
<pmid: 36597140, isPK: False, prob: 0.0009194936719723046>
<pmid: 36597076, isPK: True, prob: 0.9965518712997437>
<pmid: 36596691, isPK: False, prob: 0.0014438877115026116>
<pmid: 36596539, isPK: False, prob: 0.002042146632447839>
<pmid: 36596534, isPK: True, prob: 0.9999933242797852>
<pmid: 36596451, isPK: True, prob: 0.9999732971191406>
<pmid: 36596435, isPK: True, prob: 0.9446109533309937>
<pmid: 36596351, isPK: True, prob: 0.9999926090240479>
<pmid: 36596340, isPK: False, prob: 0.0010696835815906525>
<pmid: 36596252, isPK: False, prob: 0.0008378648781217635>
<pmid: 36595708, isPK: True, prob: 0.9999843835830688>
<pmid: 36595456, isPK: True, prob: 0.9999347925186157>
<pmid: 36595379, isPK: True, prob: 0.998946487903595>
<pmid: 36594940, isPK: True, prob: 0.9995261430740356>
<pmid: 36594749, isPK: True, prob: 0.999981164932251>
<pmid: 36594670, isPK: False, prob: 0.0007264878368005157>
<pmid: 36594207, isPK: False, prob: 0.0007294386741705239>
<pmid: 36593965, isPK: False, prob: 0.0006067386129871011>
<pmid: 36593962, isPK: False, prob: 0.000655858893878758>
<pmid: 36593927, isPK: False, prob: 0.00072857755003497>
<pmid: 36593793, isPK: True, prob: 0.9843564629554749>
<pmid: 36593015, isPK: False, prob: 0.000674634997267276>
<pmid: 36592951, isPK: False, prob: 0.0011235206620767713>
<pmid: 36591971, isPK: True, prob: 0.9999934434890747>
<pmid: 36587987, isPK: False, prob: 0.0007416574517264962>
<pmid: 36587684, isPK: True, prob: 0.8373029828071594>
<pmid: 36587633, isPK: False, prob: 0.001075842883437872>
<pmid: 39944369, isPK: False, prob: 0.009850697591900826>
<pmid: 39310676, isPK: True, prob: 0.6940327882766724>
<pmid: 38384041, isPK: False, prob: 0.0007214788347482681>
<pmid: 36586672, isPK: False, prob: 0.0005184432957321405>
<pmid: 36586557, isPK: False, prob: 0.0015942015452310443>
<pmid: 36586332, isPK: False, prob: 0.003013520734384656>
<pmid: 36584693, isPK: False, prob: 0.0012783306883648038>
<pmid: 36584648, isPK: False, prob: 0.0008561951690353453>
<pmid: 36584247, isPK: True, prob: 0.9579125642776489>
<pmid: 36583631, isPK: True, prob: 0.9999139308929443>
<pmid: 36583623, isPK: False, prob: 0.005382290109992027>
<pmid: 36583546, isPK: True, prob: 0.9999163150787354>
<pmid: 36583520, isPK: True, prob: 0.9999872446060181>
<pmid: 36581732, isPK: True, prob: 0.9999877214431763>
<pmid: 36581608, isPK: True, prob: 0.9999394416809082>
<pmid: 36581257, isPK: False, prob: 0.0031840072479099035>
<pmid: 36581107, isPK: False, prob: 0.0011442509712651372>
<pmid: 36580734, isPK: True, prob: 0.9888394474983215>
<pmid: 36580346, isPK: False, prob: 0.000790449499618262>
<pmid: 36579764, isPK: False, prob: 0.0006881586159579456>
<pmid: 36579617, isPK: True, prob: 0.9999716281890869>
<pmid: 36578256, isPK: False, prob: 0.042785655707120895>
<pmid: 36577735, isPK: True, prob: 0.9997479319572449>
<pmid: 36577473, isPK: False, prob: 0.0010098456405103207>
<pmid: 36577327, isPK: False, prob: 0.0006253625615499914>
<pmid: 36576395, isPK: False, prob: 0.0007497117621824145>
<pmid: 36575321, isPK: False, prob: 0.0006599783664569259>
<pmid: 36574664, isPK: False, prob: 0.000864492089021951>
<pmid: 36573995, isPK: False, prob: 0.0008475204813294113>
<pmid: 36572866, isPK: False, prob: 0.0007914991001598537>
<pmid: 36572567, isPK: True, prob: 0.9999908208847046>
<pmid: 36572358, isPK: False, prob: 0.000684157304931432>
<pmid: 36572228, isPK: True, prob: 0.999992847442627>
<pmid: 36571702, isPK: True, prob: 0.999983549118042>
<pmid: 36571701, isPK: True, prob: 0.9999923706054688>
<pmid: 36571279, isPK: False, prob: 0.049192823469638824>
<pmid: 36567726, isPK: True, prob: 0.9999880790710449>
<pmid: 36567467, isPK: True, prob: 0.9999921321868896>
<pmid: 36566928, isPK: True, prob: 0.9999910593032837>
<pmid: 36566828, isPK: False, prob: 0.001381459878757596>
<pmid: 36566827, isPK: False, prob: 0.005901259370148182>
<pmid: 36566823, isPK: False, prob: 0.0009998893365263939>
<pmid: 36565673, isPK: True, prob: 0.9992372989654541>
<pmid: 36565646, isPK: False, prob: 0.0010224165162071586>
<pmid: 36564918, isPK: True, prob: 0.9999493360519409>
<pmid: 36564549, isPK: True, prob: 0.9999908208847046>
<pmid: 36563948, isPK: True, prob: 0.9999829530715942>
<pmid: 36563799, isPK: False, prob: 0.0009547231020405889>
<pmid: 36563793, isPK: True, prob: 0.9974777102470398>
<pmid: 36562759, isPK: False, prob: 0.0007816263823769987>
<pmid: 36562303, isPK: False, prob: 0.0008106344612315297>
<pmid: 36562107, isPK: True, prob: 0.9808334112167358>
<pmid: 36549529, isPK: False, prob: 0.0010552563471719623>
<pmid: 36549406, isPK: True, prob: 0.999993085861206>
<pmid: 36549399, isPK: True, prob: 0.9196778535842896>
<pmid: 36549398, isPK: False, prob: 0.0013350879307836294>
<pmid: 36548544, isPK: True, prob: 0.9999933242797852>
<pmid: 36546415, isPK: False, prob: 0.0032588837202638388>
<pmid: 36545917, isPK: False, prob: 0.0010471431305631995>
<pmid: 36545869, isPK: True, prob: 0.9999924898147583>
<pmid: 36545724, isPK: False, prob: 0.0006846465403214097>
<pmid: 36543972, isPK: True, prob: 0.9999908208847046>
<pmid: 36543754, isPK: True, prob: 0.9999871253967285>
<pmid: 36541850, isPK: True, prob: 0.9999939203262329>
<pmid: 36540952, isPK: True, prob: 0.9999927282333374>
<pmid: 36540909, isPK: True, prob: 0.9999765157699585>
<pmid: 36538993, isPK: False, prob: 0.0009081162279471755>
<pmid: 36538834, isPK: False, prob: 0.0007529929862357676>
<pmid: 36538813, isPK: True, prob: 0.9992062449455261>
<pmid: 36538346, isPK: True, prob: 0.9985547661781311>
<pmid: 36537068, isPK: True, prob: 0.9999942779541016>
<pmid: 36535551, isPK: False, prob: 0.0006827015895396471>
<pmid: 36535426, isPK: True, prob: 0.7957242727279663>
<pmid: 36534756, isPK: False, prob: 0.5686402916908264>
<pmid: 36534410, isPK: False, prob: 0.09833058714866638>
<pmid: 36534322, isPK: True, prob: 0.9999939203262329>
<pmid: 36533850, isPK: True, prob: 0.9995784163475037>
<pmid: 36533781, isPK: True, prob: 0.9999902248382568>
<pmid: 36533661, isPK: False, prob: 0.001029275357723236>
<pmid: 36530026, isPK: True, prob: 0.9999909400939941>
<pmid: 36529947, isPK: False, prob: 0.0007394668064080179>
<pmid: 36529836, isPK: True, prob: 0.999988317489624>
<pmid: 36529835, isPK: True, prob: 0.9999916553497314>
<pmid: 36529359, isPK: False, prob: 0.0008686449727974832>
<pmid: 36528922, isPK: False, prob: 0.0010101415682584047>
<pmid: 36528191, isPK: False, prob: 0.00109938345849514>
<pmid: 36528008, isPK: True, prob: 0.9999918937683105>
<pmid: 36527991, isPK: False, prob: 0.0009234959725290537>
<pmid: 36527934, isPK: False, prob: 0.001123925787396729>
<pmid: 36527899, isPK: False, prob: 0.0008711768314242363>
<pmid: 36526072, isPK: False, prob: 0.0007366569479927421>
<pmid: 36525996, isPK: True, prob: 0.9999833106994629>
<pmid: 36525713, isPK: False, prob: 0.0008837790228426456>
<pmid: 36525711, isPK: False, prob: 0.0006432459340430796>
<pmid: 36525590, isPK: True, prob: 0.9999841451644897>
<pmid: 36524971, isPK: False, prob: 0.0006542318733409047>
<pmid: 36524835, isPK: True, prob: 0.9975253939628601>
<pmid: 36524428, isPK: True, prob: 0.9995738863945007>
<pmid: 36524426, isPK: True, prob: 0.9999926090240479>
<pmid: 36524329, isPK: True, prob: 0.9999922513961792>
<pmid: 36524300, isPK: False, prob: 0.6067859530448914>
<pmid: 36521865, isPK: True, prob: 0.9999845027923584>
<pmid: 36521842, isPK: False, prob: 0.005028337240219116>
<pmid: 36521690, isPK: False, prob: 0.0011133542284369469>
<pmid: 36521426, isPK: True, prob: 0.9757473468780518>
<pmid: 36517732, isPK: True, prob: 0.9999934434890747>
<pmid: 36516889, isPK: True, prob: 0.9999915361404419>
<pmid: 36515822, isPK: True, prob: 0.9999905824661255>
<pmid: 36515218, isPK: False, prob: 0.0006495381821878254>
<pmid: 36514207, isPK: False, prob: 0.08399499952793121>
<pmid: 36513265, isPK: True, prob: 0.9998877048492432>
<pmid: 36513193, isPK: True, prob: 0.9974730610847473>
<pmid: 36512927, isPK: False, prob: 0.0004869869153480977>
<pmid: 36512868, isPK: True, prob: 0.9999940395355225>
<pmid: 36512853, isPK: True, prob: 0.9999903440475464>
<pmid: 36512707, isPK: True, prob: 0.9999939203262329>
<pmid: 36512679, isPK: True, prob: 0.9999916553497314>
<pmid: 36510749, isPK: True, prob: 0.9992140531539917>
<pmid: 36510662, isPK: False, prob: 0.002105470048263669>
<pmid: 36510376, isPK: False, prob: 0.0007233687792904675>
<pmid: 36510033, isPK: True, prob: 0.9999798536300659>
<pmid: 36508900, isPK: True, prob: 0.9678875803947449>
<pmid: 36507572, isPK: True, prob: 0.9999731779098511>
<pmid: 36503849, isPK: True, prob: 0.9510471820831299>
<pmid: 36503848, isPK: False, prob: 0.002667988184839487>
<pmid: 36503820, isPK: True, prob: 0.8195342421531677>
<pmid: 36503473, isPK: False, prob: 0.0010371628450229764>
<pmid: 36503069, isPK: False, prob: 0.05549556761980057>
<pmid: 36502794, isPK: True, prob: 0.9999854564666748>
<pmid: 36502758, isPK: True, prob: 0.664832592010498>
<pmid: 36502721, isPK: True, prob: 0.9872102737426758>
<pmid: 36496167, isPK: True, prob: 0.99998939037323>
<pmid: 36495638, isPK: False, prob: 0.0017378259217366576>
<pmid: 36495632, isPK: False, prob: 0.000644819054286927>
<pmid: 36495063, isPK: True, prob: 0.999981164932251>
<pmid: 36494060, isPK: True, prob: 0.999994158744812>
<pmid: 36493969, isPK: False, prob: 0.0022637706715613604>
<pmid: 36493948, isPK: False, prob: 0.03978083282709122>
<pmid: 36493944, isPK: True, prob: 0.9999936819076538>
<pmid: 36493935, isPK: False, prob: 0.2729172110557556>
<pmid: 36493932, isPK: False, prob: 0.0015981094911694527>
<pmid: 36490364, isPK: False, prob: 0.000991369946859777>
<pmid: 36484688, isPK: False, prob: 0.002287424635142088>
<pmid: 36484477, isPK: False, prob: 0.0006537600420415401>
<pmid: 36484281, isPK: True, prob: 0.999992847442627>
<pmid: 36482842, isPK: True, prob: 0.9999918937683105>
<pmid: 36482138, isPK: True, prob: 0.9999849796295166>
<pmid: 36481531, isPK: True, prob: 0.9998070597648621>
<pmid: 36481259, isPK: True, prob: 0.999829888343811>
<pmid: 36480295, isPK: True, prob: 0.8527161478996277>
<pmid: 36479969, isPK: True, prob: 0.9999830722808838>
<pmid: 36478350, isPK: True, prob: 0.9999889135360718>
<pmid: 36477706, isPK: True, prob: 0.9999874830245972>
<pmid: 36477555, isPK: True, prob: 0.9999771118164062>
<pmid: 36477193, isPK: True, prob: 0.9999911785125732>
<pmid: 36473608, isPK: False, prob: 0.0009786534355953336>
<pmid: 36472567, isPK: False, prob: 0.0007327753119170666>
<pmid: 36471223, isPK: True, prob: 0.9999836683273315>
<pmid: 36470522, isPK: True, prob: 0.9998607635498047>
<pmid: 36470515, isPK: True, prob: 0.9999814033508301>
<pmid: 36470510, isPK: True, prob: 0.9999629259109497>
<pmid: 36470431, isPK: False, prob: 0.0012885616160929203>
<pmid: 36470345, isPK: True, prob: 0.9999499320983887>
<pmid: 36470330, isPK: False, prob: 0.0006869712960906327>
<pmid: 36470194, isPK: False, prob: 0.0010427277302369475>
<pmid: 36470124, isPK: False, prob: 0.0046016983687877655>
<pmid: 36469444, isPK: True, prob: 0.9999920129776001>
<pmid: 36464202, isPK: True, prob: 0.9973499774932861>
<pmid: 36464064, isPK: False, prob: 0.0017168376361951232>
<pmid: 36463821, isPK: False, prob: 0.003272349014878273>
<pmid: 36463339, isPK: False, prob: 0.000838808307889849>
<pmid: 36462547, isPK: True, prob: 0.9999935626983643>
<pmid: 36462445, isPK: False, prob: 0.0025053939316421747>
<pmid: 36462441, isPK: False, prob: 0.0009300510864704847>
<pmid: 36462312, isPK: False, prob: 0.001139847096055746>
<pmid: 36460794, isPK: False, prob: 0.001068013603799045>
<pmid: 36460626, isPK: False, prob: 0.0007458185427822173>
<pmid: 36460179, isPK: False, prob: 0.0007114072213880718>
<pmid: 36459313, isPK: False, prob: 0.007685581687837839>
<pmid: 36459063, isPK: True, prob: 0.9999903440475464>
<pmid: 36458661, isPK: True, prob: 0.999993085861206>
<pmid: 36455753, isPK: False, prob: 0.0006339821848087013>
<pmid: 36453847, isPK: True, prob: 0.9999910593032837>
<pmid: 36453510, isPK: False, prob: 0.0009845626773312688>
<pmid: 36453450, isPK: True, prob: 0.9999927282333374>
<pmid: 36451044, isPK: False, prob: 0.001588942832313478>
<pmid: 36450606, isPK: True, prob: 0.9999887943267822>
<pmid: 36450287, isPK: True, prob: 0.9999855756759644>
<pmid: 36449662, isPK: False, prob: 0.0008353434386663139>
<pmid: 36449140, isPK: True, prob: 0.9999872446060181>
<pmid: 36447399, isPK: False, prob: 0.0009479598957113922>
<pmid: 36446665, isPK: False, prob: 0.0021156207658350468>
<pmid: 36446609, isPK: True, prob: 0.999993085861206>
<pmid: 36446607, isPK: True, prob: 0.9999881982803345>
<pmid: 36445343, isPK: True, prob: 0.9999926090240479>
<pmid: 36444212, isPK: True, prob: 0.9999862909317017>
<pmid: 36442723, isPK: False, prob: 0.0007492171134799719>
<pmid: 36442721, isPK: False, prob: 0.0007077522459439933>
<pmid: 36442674, isPK: False, prob: 0.0056428262032568455>
<pmid: 36442616, isPK: False, prob: 0.0010233987122774124>
<pmid: 36442594, isPK: False, prob: 0.013381990604102612>
<pmid: 36442306, isPK: True, prob: 0.9999580383300781>
<pmid: 36437712, isPK: True, prob: 0.9999804496765137>
<pmid: 36436594, isPK: False, prob: 0.0017092972993850708>
<pmid: 36436417, isPK: False, prob: 0.0008149142959155142>
<pmid: 36436339, isPK: False, prob: 0.0016681109555065632>
<pmid: 36435503, isPK: False, prob: 0.0007152068428695202>
<pmid: 36435458, isPK: False, prob: 0.000864157744217664>
<pmid: 36433924, isPK: True, prob: 0.9363256692886353>
<pmid: 36433819, isPK: True, prob: 0.9999744892120361>
<pmid: 36433759, isPK: False, prob: 0.0010914504528045654>
<pmid: 36427286, isPK: False, prob: 0.0009491741075180471>
<pmid: 36424701, isPK: True, prob: 0.9999363422393799>
<pmid: 36424464, isPK: False, prob: 0.0008117212564684451>
<pmid: 36424354, isPK: False, prob: 0.0007450020639225841>
<pmid: 36423870, isPK: True, prob: 0.8516666889190674>
<pmid: 36423817, isPK: False, prob: 0.0008475665235891938>
<pmid: 36423809, isPK: False, prob: 0.0008317488827742636>
<pmid: 36423714, isPK: True, prob: 0.9999072551727295>
<pmid: 36422708, isPK: True, prob: 0.999987006187439>
<pmid: 36419385, isPK: True, prob: 0.9999918937683105>
<pmid: 36418887, isPK: True, prob: 0.9999337196350098>
<pmid: 36417126, isPK: False, prob: 0.09141714125871658>
<pmid: 36416938, isPK: True, prob: 0.9996777772903442>
<pmid: 36416908, isPK: False, prob: 0.5690993070602417>
<pmid: 36416229, isPK: True, prob: 0.8692354559898376>
<pmid: 36414909, isPK: False, prob: 0.0007338200230151415>
<pmid: 36413845, isPK: False, prob: 0.0008668879163451493>
<pmid: 36413707, isPK: False, prob: 0.0007312474772334099>
<pmid: 36413344, isPK: False, prob: 0.00046474082046188414>
<pmid: 36412499, isPK: True, prob: 0.9999929666519165>
<pmid: 36411357, isPK: False, prob: 0.5628185272216797>
<pmid: 36411033, isPK: True, prob: 0.9999903440475464>
<pmid: 36410792, isPK: False, prob: 0.0012815771624445915>
<pmid: 36410699, isPK: False, prob: 0.0004394638235680759>
<pmid: 36410412, isPK: False, prob: 0.5076918601989746>
<pmid: 36410065, isPK: True, prob: 0.9999443292617798>
<pmid: 36404535, isPK: False, prob: 0.0005998368142172694>
<pmid: 36404388, isPK: True, prob: 0.9999772310256958>
<pmid: 36404376, isPK: False, prob: 0.0013069778215140104>
<pmid: 36403811, isPK: False, prob: 0.06920304894447327>
<pmid: 36403455, isPK: False, prob: 0.0008857905049808323>
<pmid: 36402454, isPK: False, prob: 0.0008480221149511635>
<pmid: 36402040, isPK: True, prob: 0.9993059635162354>
<pmid: 36401884, isPK: False, prob: 0.0008005934651009738>
<pmid: 36401796, isPK: True, prob: 0.9999940395355225>
<pmid: 36401789, isPK: True, prob: 0.9999933242797852>
<pmid: 36401763, isPK: False, prob: 0.0010760716395452619>
<pmid: 36401149, isPK: True, prob: 0.9999932050704956>
<pmid: 36401033, isPK: False, prob: 0.0023358603939414024>
<pmid: 36400187, isPK: False, prob: 0.0012450945796445012>
<pmid: 36399831, isPK: False, prob: 0.0006600019405595958>
<pmid: 36398357, isPK: True, prob: 0.9999940395355225>
<pmid: 36398020, isPK: False, prob: 0.07508547604084015>
<pmid: 36395646, isPK: False, prob: 0.0007103771204128861>
<pmid: 36394369, isPK: True, prob: 0.9999841451644897>
<pmid: 36385424, isPK: True, prob: 0.9999934434890747>
<pmid: 36385301, isPK: False, prob: 0.0012033232487738132>
<pmid: 36384279, isPK: False, prob: 0.0015702028758823872>
<pmid: 36383250, isPK: True, prob: 0.9999935626983643>
<pmid: 36382714, isPK: False, prob: 0.005952067673206329>
<pmid: 36382697, isPK: True, prob: 0.9998230338096619>
<pmid: 36379708, isPK: True, prob: 0.9999933242797852>
<pmid: 36378830, isPK: True, prob: 0.999993085861206>
<pmid: 36377519, isPK: False, prob: 0.0010049451375380158>
<pmid: 36376611, isPK: True, prob: 0.9999929666519165>
<pmid: 36375661, isPK: False, prob: 0.0007742790621705353>
<pmid: 36375624, isPK: True, prob: 0.9999912977218628>
<pmid: 36375394, isPK: False, prob: 0.050036121159791946>
<pmid: 36373973, isPK: True, prob: 0.9999653100967407>
<pmid: 36373407, isPK: True, prob: 0.9999943971633911>
<pmid: 36373313, isPK: False, prob: 0.0005660293973051012>
<pmid: 36372518, isPK: False, prob: 0.0009696484776213765>
<pmid: 36370966, isPK: False, prob: 0.0016663142014294863>
<pmid: 36370820, isPK: True, prob: 0.9999961853027344>
<pmid: 36369996, isPK: True, prob: 0.9999358654022217>
<pmid: 36369797, isPK: True, prob: 0.9999867677688599>
<pmid: 36369633, isPK: True, prob: 0.9999914169311523>
<pmid: 36369406, isPK: True, prob: 0.9999914169311523>
<pmid: 36368679, isPK: True, prob: 0.9999938011169434>
<pmid: 36368517, isPK: True, prob: 0.9999750852584839>
<pmid: 36367432, isPK: True, prob: 0.9961108565330505>
<pmid: 36354289, isPK: True, prob: 0.9999727010726929>
<pmid: 36354077, isPK: False, prob: 0.0007530123111791909>
<pmid: 36352185, isPK: False, prob: 0.0012657780898734927>
<pmid: 36351487, isPK: True, prob: 0.9999899864196777>
<pmid: 36350845, isPK: False, prob: 0.0014183389721438289>
<pmid: 36350400, isPK: False, prob: 0.0007535014301538467>
<pmid: 36350097, isPK: True, prob: 0.9999933242797852>
<pmid: 36349963, isPK: True, prob: 0.9995908141136169>
<pmid: 36349532, isPK: True, prob: 0.8920067548751831>
<pmid: 36349366, isPK: True, prob: 0.9999738931655884>
<pmid: 36347443, isPK: True, prob: 0.9599359035491943>
<pmid: 36346665, isPK: False, prob: 0.0010162004036828876>
<pmid: 36346323, isPK: True, prob: 0.9999942779541016>
<pmid: 36344661, isPK: False, prob: 0.001223526312969625>
<pmid: 36344651, isPK: False, prob: 0.0011810282012447715>
<pmid: 36343893, isPK: True, prob: 0.954879105091095>
<pmid: 36343550, isPK: False, prob: 0.0007835324504412711>
<pmid: 36343435, isPK: True, prob: 0.9999934434890747>
<pmid: 36343109, isPK: True, prob: 0.9999935626983643>
<pmid: 36341687, isPK: False, prob: 0.00082838733214885>
<pmid: 36336817, isPK: True, prob: 0.9999579191207886>
<pmid: 36336462, isPK: True, prob: 0.8595407605171204>
<pmid: 36336278, isPK: True, prob: 0.9999936819076538>
<pmid: 36336104, isPK: True, prob: 0.9970470070838928>
<pmid: 36334388, isPK: True, prob: 0.9950917959213257>
<pmid: 36334106, isPK: True, prob: 0.9946233034133911>
<pmid: 36333464, isPK: True, prob: 0.9999911785125732>
<pmid: 36333463, isPK: True, prob: 0.9999945163726807>
<pmid: 36331675, isPK: True, prob: 0.9963251948356628>
<pmid: 36331024, isPK: False, prob: 0.001317694317549467>
<pmid: 36330700, isPK: True, prob: 0.999993085861206>
<pmid: 36330695, isPK: True, prob: 0.9999916553497314>
<pmid: 36330677, isPK: True, prob: 0.9999743700027466>
<pmid: 36329373, isPK: True, prob: 0.999991774559021>
<pmid: 36328357, isPK: True, prob: 0.9999747276306152>
<pmid: 36327853, isPK: False, prob: 0.0008691114489920437>
<pmid: 36326479, isPK: False, prob: 0.0012230485444888473>
<pmid: 36325999, isPK: False, prob: 0.0022431660909205675>
<pmid: 36323974, isPK: True, prob: 0.9999933242797852>
<pmid: 36321574, isPK: True, prob: 0.9958654642105103>
<pmid: 36321352, isPK: True, prob: 0.9999940395355225>
<pmid: 36318487, isPK: False, prob: 0.0009570677648298442>
<pmid: 36316628, isPK: True, prob: 0.9999812841415405>
<pmid: 36316300, isPK: True, prob: 0.9999934434890747>
<pmid: 36314265, isPK: True, prob: 0.9999834299087524>
<pmid: 36309972, isPK: True, prob: 0.9999771118164062>
<pmid: 36309969, isPK: True, prob: 0.9999918937683105>
<pmid: 36309950, isPK: True, prob: 0.9999784231185913>
<pmid: 36309821, isPK: True, prob: 0.9999891519546509>
<pmid: 36309112, isPK: True, prob: 0.9999129772186279>
<pmid: 36306419, isPK: True, prob: 0.9999736547470093>
<pmid: 36305907, isPK: True, prob: 0.9910544753074646>
<pmid: 36303065, isPK: False, prob: 0.0007832883275114>
<pmid: 36302483, isPK: False, prob: 0.0010539994109421968>
<pmid: 36301791, isPK: False, prob: 0.0016484594671055675>
<pmid: 36301482, isPK: False, prob: 0.0009479770669713616>
<pmid: 36300876, isPK: False, prob: 0.0005851599853485823>
<pmid: 36287282, isPK: True, prob: 0.9999315738677979>
<pmid: 36286077, isPK: True, prob: 0.9999927282333374>
<pmid: 36285517, isPK: True, prob: 0.9999886751174927>
<pmid: 36283560, isPK: False, prob: 0.11994370073080063>
<pmid: 36282186, isPK: True, prob: 0.9999420642852783>
<pmid: 36282023, isPK: True, prob: 0.999988317489624>
<pmid: 36281062, isPK: True, prob: 0.9719730019569397>
<pmid: 36278839, isPK: True, prob: 0.9999912977218628>
<pmid: 36273823, isPK: True, prob: 0.9999915361404419>
<pmid: 36273822, isPK: True, prob: 0.9999856948852539>
<pmid: 36273821, isPK: True, prob: 0.9998714923858643>
<pmid: 36272688, isPK: False, prob: 0.0030957108829170465>
<pmid: 36272485, isPK: False, prob: 0.16496644914150238>
<pmid: 36271487, isPK: True, prob: 0.9401202201843262>
<pmid: 36271321, isPK: False, prob: 0.000721339660231024>
<pmid: 36270540, isPK: False, prob: 0.0007926381658762693>
<pmid: 36270358, isPK: False, prob: 0.0009167184471152723>
<pmid: 36269382, isPK: False, prob: 0.0011554466327652335>
<pmid: 36266537, isPK: True, prob: 0.9995296001434326>
<pmid: 36264219, isPK: True, prob: 0.9999731779098511>
<pmid: 36261760, isPK: True, prob: 0.9999765157699585>
<pmid: 36260349, isPK: True, prob: 0.9999855756759644>
<pmid: 36260320, isPK: True, prob: 0.999984622001648>
<pmid: 36256474, isPK: True, prob: 0.9998915195465088>
<pmid: 36253931, isPK: False, prob: 0.002749020466580987>
<pmid: 36253285, isPK: False, prob: 0.0007248339825309813>
<pmid: 36251178, isPK: True, prob: 0.9999891519546509>
<pmid: 36250739, isPK: True, prob: 0.9571953415870667>
<pmid: 36245288, isPK: True, prob: 0.9999938011169434>
<pmid: 36243131, isPK: False, prob: 0.0012177594471722841>
<pmid: 36240108, isPK: False, prob: 0.0008170054643414915>
<pmid: 36239542, isPK: True, prob: 0.999987006187439>
<pmid: 36239478, isPK: True, prob: 0.9999839067459106>
<pmid: 36239422, isPK: True, prob: 0.9993832111358643>
<pmid: 36228722, isPK: True, prob: 0.9998645782470703>
<pmid: 36227333, isPK: True, prob: 0.9999921321868896>
<pmid: 36225132, isPK: True, prob: 0.9999943971633911>
<pmid: 36223547, isPK: False, prob: 0.0005277040181681514>
<pmid: 36222177, isPK: True, prob: 0.9999833106994629>
<pmid: 36217805, isPK: True, prob: 0.999992847442627>
<pmid: 36208089, isPK: False, prob: 0.0007210527546703815>
<pmid: 36207565, isPK: True, prob: 0.999985933303833>
<pmid: 36207170, isPK: True, prob: 0.7991729378700256>
<pmid: 36206806, isPK: False, prob: 0.0036755462642759085>
<pmid: 36205215, isPK: True, prob: 0.9999823570251465>
<pmid: 36202248, isPK: True, prob: 0.9999935626983643>
<pmid: 36201670, isPK: True, prob: 0.9999890327453613>
<pmid: 36201128, isPK: True, prob: 0.9999837875366211>
<pmid: 36201105, isPK: True, prob: 0.9999914169311523>
