Run will be saved under: ./run_outputs/run_2000-07-01_to_2000

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 16649325, isPK: True, prob: 0.9999332427978516>
<pmid: 11084917, isPK: False, prob: 0.004510653205215931>
<pmid: 11084579, isPK: False, prob: 0.0007070982828736305>
<pmid: 11084250, isPK: False, prob: 0.29915353655815125>
<pmid: 11084249, isPK: True, prob: 0.9999918937683105>
<pmid: 11084245, isPK: False, prob: 0.0010611922480165958>
<pmid: 11083649, isPK: True, prob: 0.9999934434890747>
<pmid: 11083645, isPK: True, prob: 0.9509933590888977>
<pmid: 11083644, isPK: False, prob: 0.013472596183419228>
<pmid: 11083525, isPK: False, prob: 0.0010437642922624946>
<pmid: 11083417, isPK: False, prob: 0.000810014083981514>
<pmid: 11082838, isPK: False, prob: 0.000998252653516829>
<pmid: 11082507, isPK: False, prob: 0.0007187294540926814>
<pmid: 11082500, isPK: False, prob: 0.001325199264101684>
<pmid: 11082431, isPK: False, prob: 0.0010518839117139578>
<pmid: 11082425, isPK: False, prob: 0.0006893493700772524>
<pmid: 11082424, isPK: False, prob: 0.000893284275662154>
<pmid: 11082401, isPK: False, prob: 0.0008861695532687008>
<pmid: 11082012, isPK: False, prob: 0.0008837587665766478>
<pmid: 11081986, isPK: True, prob: 0.9999934434890747>
<pmid: 11081571, isPK: False, prob: 0.0018790030153468251>
<pmid: 11080599, isPK: False, prob: 0.0008266454096883535>
<pmid: 11080590, isPK: False, prob: 0.0006475775153376162>
<pmid: 11080473, isPK: False, prob: 0.0008610581862740219>
<pmid: 11080214, isPK: False, prob: 0.0014113433426246047>
<pmid: 11080202, isPK: False, prob: 0.0015439490089192986>
<pmid: 11080190, isPK: True, prob: 0.9868515133857727>
<pmid: 11080141, isPK: False, prob: 0.0013221544213593006>
<pmid: 11079821, isPK: True, prob: 0.999991774559021>
<pmid: 11079283, isPK: True, prob: 0.9970498085021973>
<pmid: 11079253, isPK: False, prob: 0.0016308422200381756>
<pmid: 11079170, isPK: False, prob: 0.003171565243974328>
<pmid: 11078911, isPK: False, prob: 0.0013383100740611553>
<pmid: 11078704, isPK: False, prob: 0.0010007121600210667>
<pmid: 11078617, isPK: True, prob: 0.9994248151779175>
<pmid: 11078493, isPK: False, prob: 0.0007003702921792865>
<pmid: 11078423, isPK: False, prob: 0.0008548883488401771>
<pmid: 11076810, isPK: True, prob: 0.6583218574523926>
<pmid: 11076695, isPK: True, prob: 0.9999929666519165>
<pmid: 11076666, isPK: False, prob: 0.0009260930819436908>
<pmid: 11076077, isPK: True, prob: 0.9999943971633911>
<pmid: 11075542, isPK: True, prob: 0.9999932050704956>
<pmid: 11075315, isPK: True, prob: 0.999222993850708>
<pmid: 11075311, isPK: True, prob: 0.9999935626983643>
<pmid: 11074397, isPK: False, prob: 0.0015174587024375796>
<pmid: 11074356, isPK: False, prob: 0.0035673175007104874>
<pmid: 11073994, isPK: False, prob: 0.0010143241379410028>
<pmid: 11073717, isPK: False, prob: 0.001042512129060924>
<pmid: 11072251, isPK: False, prob: 0.0009734047343954444>
<pmid: 11072197, isPK: True, prob: 0.9999747276306152>
<pmid: 11071856, isPK: False, prob: 0.0006532829720526934>
<pmid: 11071317, isPK: True, prob: 0.999987006187439>
<pmid: 11071183, isPK: True, prob: 0.8084139823913574>
<pmid: 11070372, isPK: True, prob: 0.9981923699378967>
<pmid: 11070371, isPK: False, prob: 0.0007636554073542356>
<pmid: 11069897, isPK: False, prob: 0.0009132456034421921>
<pmid: 11069769, isPK: False, prob: 0.0016461757477372885>
<pmid: 11069698, isPK: False, prob: 0.001248969929292798>
<pmid: 11069577, isPK: False, prob: 0.0008993723313324153>
<pmid: 11069437, isPK: True, prob: 0.9999933242797852>
<pmid: 11069005, isPK: True, prob: 0.9999632835388184>
<pmid: 11068925, isPK: True, prob: 0.9999957084655762>
<pmid: 11067771, isPK: True, prob: 0.9999938011169434>
<pmid: 11065197, isPK: True, prob: 0.9999903440475464>
<pmid: 11065184, isPK: True, prob: 0.9998507499694824>
<pmid: 11065183, isPK: False, prob: 0.0008829402504488826>
<pmid: 11064607, isPK: True, prob: 0.9999738931655884>
<pmid: 11064209, isPK: False, prob: 0.0008950312039814889>
<pmid: 11064133, isPK: False, prob: 0.0011856068158522248>
<pmid: 11063991, isPK: False, prob: 0.0007108796271495521>
<pmid: 11063603, isPK: False, prob: 0.0009393968502990901>
<pmid: 11063417, isPK: False, prob: 0.0015089802909642458>
<pmid: 11062927, isPK: True, prob: 0.9999712705612183>
<pmid: 11062762, isPK: True, prob: 0.8846791386604309>
<pmid: 11062739, isPK: False, prob: 0.0006127904634922743>
<pmid: 11062536, isPK: False, prob: 0.0006268758443184197>
<pmid: 11062327, isPK: False, prob: 0.0010877014137804508>
<pmid: 11062208, isPK: True, prob: 0.9991493225097656>
<pmid: 11062192, isPK: True, prob: 0.999993085861206>
<pmid: 11062191, isPK: True, prob: 0.9999935626983643>
<pmid: 11062057, isPK: False, prob: 0.0007787203066982329>
<pmid: 11062056, isPK: False, prob: 0.0011855978518724442>
<pmid: 11061971, isPK: False, prob: 0.0012480155564844608>
<pmid: 11061890, isPK: False, prob: 0.0007010925328359008>
<pmid: 11061684, isPK: False, prob: 0.0014815784525126219>
<pmid: 11061578, isPK: True, prob: 0.9999797344207764>
<pmid: 11061470, isPK: False, prob: 0.0013970413710922003>
<pmid: 11060791, isPK: False, prob: 0.003113328479230404>
<pmid: 11060766, isPK: False, prob: 0.0014398120110854506>
<pmid: 11060765, isPK: True, prob: 0.9982637763023376>
<pmid: 11059901, isPK: False, prob: 0.0011231122771278024>
<pmid: 11059789, isPK: False, prob: 0.0007191055337898433>
<pmid: 11059774, isPK: False, prob: 0.0006123313214629889>
<pmid: 11059756, isPK: False, prob: 0.000863024964928627>
<pmid: 11059156, isPK: True, prob: 0.9926942586898804>
<pmid: 11058885, isPK: False, prob: 0.0006723197875544429>
<pmid: 11058883, isPK: False, prob: 0.0005892978515475988>
<pmid: 11058767, isPK: False, prob: 0.0012149364920333028>
<pmid: 11058762, isPK: False, prob: 0.000916561228223145>
<pmid: 11058759, isPK: False, prob: 0.00080728973262012>
<pmid: 11058757, isPK: False, prob: 0.0006923135952092707>
<pmid: 11058756, isPK: False, prob: 0.0008477212395519018>
<pmid: 11058404, isPK: True, prob: 0.9999109506607056>
<pmid: 11057417, isPK: True, prob: 0.999993085861206>
<pmid: 11057416, isPK: True, prob: 0.9982166886329651>
<pmid: 11057360, isPK: True, prob: 0.9998152852058411>
<pmid: 11056379, isPK: True, prob: 0.9999876022338867>
<pmid: 11056375, isPK: False, prob: 0.00632706331089139>
<pmid: 11056374, isPK: False, prob: 0.0010655259247869253>
<pmid: 11056372, isPK: False, prob: 0.0007682822761125863>
<pmid: 11055721, isPK: True, prob: 0.9074088931083679>
<pmid: 11055361, isPK: False, prob: 0.00045087997568771243>
<pmid: 11055337, isPK: False, prob: 0.0007868553511798382>
<pmid: 11055162, isPK: False, prob: 0.0010972981108352542>
<pmid: 11054679, isPK: False, prob: 0.0007415320142172277>
<pmid: 11054538, isPK: True, prob: 0.9998569488525391>
<pmid: 11054119, isPK: False, prob: 0.001431156531907618>
<pmid: 11053618, isPK: False, prob: 0.001081773079931736>
<pmid: 11053616, isPK: False, prob: 0.0009877127595245838>
<pmid: 11053543, isPK: False, prob: 0.5131673216819763>
<pmid: 11053536, isPK: True, prob: 0.999972939491272>
<pmid: 11053533, isPK: True, prob: 0.9988676309585571>
<pmid: 11053524, isPK: False, prob: 0.0010433034040033817>
<pmid: 11053521, isPK: False, prob: 0.004102201201021671>
<pmid: 11053520, isPK: False, prob: 0.12114755809307098>
<pmid: 11053358, isPK: True, prob: 0.9999868869781494>
<pmid: 11053337, isPK: False, prob: 0.0027546891942620277>
<pmid: 11052924, isPK: True, prob: 0.9999921321868896>
<pmid: 11052794, isPK: False, prob: 0.001096411026082933>
<pmid: 11052792, isPK: True, prob: 0.9998072981834412>
<pmid: 11052791, isPK: False, prob: 0.000943818362429738>
<pmid: 11052790, isPK: False, prob: 0.0008933740900829434>
<pmid: 11051611, isPK: False, prob: 0.0009393570362590253>
<pmid: 11051308, isPK: False, prob: 0.0011446947464719415>
<pmid: 11051264, isPK: False, prob: 0.029099415987730026>
<pmid: 11051234, isPK: True, prob: 0.9999706745147705>
<pmid: 11051230, isPK: True, prob: 0.9962469935417175>
<pmid: 11051135, isPK: False, prob: 0.0013206235598772764>
<pmid: 11051093, isPK: False, prob: 0.0009291109163314104>
<pmid: 11050696, isPK: True, prob: 0.9999936819076538>
<pmid: 11050644, isPK: False, prob: 0.0035620671696960926>
<pmid: 11050643, isPK: False, prob: 0.0017778617329895496>
<pmid: 11050478, isPK: False, prob: 0.000830919889267534>
<pmid: 11050452, isPK: True, prob: 0.999994158744812>
<pmid: 11050317, isPK: True, prob: 0.9999890327453613>
<pmid: 11050293, isPK: False, prob: 0.0009762616246007383>
<pmid: 11050144, isPK: True, prob: 0.9996776580810547>
<pmid: 11049188, isPK: True, prob: 0.9998667240142822>
<pmid: 11049171, isPK: True, prob: 0.9999951124191284>
<pmid: 11049053, isPK: False, prob: 0.00045695275184698403>
<pmid: 11049011, isPK: True, prob: 0.9999829530715942>
<pmid: 11048937, isPK: True, prob: 0.9999730587005615>
<pmid: 11046213, isPK: True, prob: 0.9977045655250549>
<pmid: 11046120, isPK: True, prob: 0.9999881982803345>
<pmid: 11046115, isPK: False, prob: 0.0009652720764279366>
<pmid: 11046112, isPK: True, prob: 0.9999936819076538>
<pmid: 11046103, isPK: True, prob: 0.9999942779541016>
<pmid: 11046099, isPK: True, prob: 0.9999924898147583>
<pmid: 11046083, isPK: True, prob: 0.9999856948852539>
<pmid: 11046077, isPK: True, prob: 0.9999803304672241>
<pmid: 11045936, isPK: False, prob: 0.002716006711125374>
<pmid: 11045889, isPK: True, prob: 0.9999755620956421>
<pmid: 11045665, isPK: False, prob: 0.0005919887335039675>
<pmid: 11045633, isPK: False, prob: 0.0008427402935922146>
<pmid: 11045029, isPK: False, prob: 0.001076931948773563>
<pmid: 11044598, isPK: False, prob: 0.0008294378058053553>
<pmid: 11044215, isPK: False, prob: 0.0008813520544208586>
<pmid: 11044159, isPK: False, prob: 0.0008381370571441948>
<pmid: 11044039, isPK: False, prob: 0.000567000824958086>
<pmid: 11043914, isPK: False, prob: 0.004713709466159344>
<pmid: 11043912, isPK: False, prob: 0.0011404260294511914>
<pmid: 11043493, isPK: True, prob: 0.9836070537567139>
<pmid: 11043489, isPK: True, prob: 0.9999940395355225>
<pmid: 11043447, isPK: False, prob: 0.0009046148625202477>
<pmid: 11043398, isPK: False, prob: 0.0006242638337425888>
<pmid: 11042606, isPK: True, prob: 0.9999898672103882>
<pmid: 11042605, isPK: True, prob: 0.9999911785125732>
<pmid: 11042258, isPK: True, prob: 0.9999825954437256>
<pmid: 11042257, isPK: False, prob: 0.40515920519828796>
<pmid: 11042256, isPK: True, prob: 0.9999840259552002>
<pmid: 11042255, isPK: True, prob: 0.9999892711639404>
<pmid: 11042253, isPK: True, prob: 0.9997416138648987>
<pmid: 11042252, isPK: True, prob: 0.9962634444236755>
<pmid: 11042250, isPK: True, prob: 0.9996711015701294>
<pmid: 11042231, isPK: True, prob: 0.9999843835830688>
<pmid: 11042228, isPK: True, prob: 0.9999570846557617>
<pmid: 11042099, isPK: False, prob: 0.46791568398475647>
<pmid: 11042096, isPK: True, prob: 0.9999890327453613>
<pmid: 11041455, isPK: True, prob: 0.7959513068199158>
<pmid: 11041256, isPK: True, prob: 0.999708354473114>
<pmid: 11041022, isPK: False, prob: 0.0011286706430837512>
<pmid: 11040395, isPK: False, prob: 0.0025204208213835955>
<pmid: 11040391, isPK: True, prob: 0.9998642206192017>
<pmid: 11040190, isPK: False, prob: 0.001552733825519681>
<pmid: 11040188, isPK: False, prob: 0.0009609826374799013>
<pmid: 11040080, isPK: False, prob: 0.001309675513766706>
<pmid: 11040057, isPK: False, prob: 0.0025267545133829117>
<pmid: 11039457, isPK: True, prob: 0.9999905824661255>
<pmid: 11038054, isPK: False, prob: 0.0009557884186506271>
<pmid: 11038006, isPK: False, prob: 0.0013533870223909616>
<pmid: 11038005, isPK: True, prob: 0.9999949932098389>
<pmid: 11038003, isPK: True, prob: 0.9844794869422913>
<pmid: 11037996, isPK: False, prob: 0.002899332670494914>
<pmid: 11037992, isPK: True, prob: 0.9999489784240723>
<pmid: 11037892, isPK: False, prob: 0.001482696970924735>
<pmid: 11037805, isPK: True, prob: 0.9999935626983643>
<pmid: 11036975, isPK: False, prob: 0.00300641730427742>
<pmid: 11036835, isPK: False, prob: 0.0007956826011650264>
<pmid: 11036509, isPK: True, prob: 0.999993085861206>
<pmid: 11036507, isPK: False, prob: 0.0011388633865863085>
<pmid: 11036017, isPK: True, prob: 0.9707349538803101>
<pmid: 11036003, isPK: True, prob: 0.9879601001739502>
<pmid: 11036001, isPK: True, prob: 0.9999936819076538>
<pmid: 11036000, isPK: True, prob: 0.9999943971633911>
<pmid: 11035998, isPK: True, prob: 0.999994158744812>
<pmid: 11035996, isPK: True, prob: 0.999993085861206>
<pmid: 11035995, isPK: True, prob: 0.9969798922538757>
<pmid: 11035197, isPK: False, prob: 0.001859860261902213>
<pmid: 11034792, isPK: True, prob: 0.8937823176383972>
<pmid: 11034266, isPK: True, prob: 0.9999613761901855>
<pmid: 11034263, isPK: True, prob: 0.9999951124191284>
<pmid: 11034261, isPK: True, prob: 0.9999927282333374>
<pmid: 11034260, isPK: True, prob: 0.9999858140945435>
<pmid: 11034257, isPK: True, prob: 0.9999821186065674>
<pmid: 11034256, isPK: True, prob: 0.9999717473983765>
<pmid: 11033767, isPK: True, prob: 0.998958945274353>
<pmid: 11033583, isPK: True, prob: 0.9999799728393555>
<pmid: 11033582, isPK: True, prob: 0.9999407529830933>
<pmid: 11033581, isPK: True, prob: 0.9999675750732422>
<pmid: 11033580, isPK: True, prob: 0.9999728202819824>
<pmid: 11033579, isPK: True, prob: 0.9999723434448242>
<pmid: 11033578, isPK: True, prob: 0.9999943971633911>
<pmid: 11033577, isPK: True, prob: 0.9999755620956421>
<pmid: 11033576, isPK: True, prob: 0.9999462366104126>
<pmid: 11033575, isPK: True, prob: 0.9999866485595703>
<pmid: 11033574, isPK: True, prob: 0.9999641180038452>
<pmid: 11033573, isPK: True, prob: 0.9999626874923706>
<pmid: 11033572, isPK: True, prob: 0.9999673366546631>
<pmid: 11033571, isPK: True, prob: 0.999988317489624>
<pmid: 11033570, isPK: True, prob: 0.9722097516059875>
<pmid: 11033472, isPK: False, prob: 0.0010927239200100303>
<pmid: 11033429, isPK: True, prob: 0.9525081515312195>
<pmid: 11033428, isPK: True, prob: 0.999994158744812>
<pmid: 11033425, isPK: True, prob: 0.9999459981918335>
<pmid: 11033383, isPK: True, prob: 0.9999945163726807>
<pmid: 11033077, isPK: False, prob: 0.0007238435209728777>
<pmid: 11032987, isPK: False, prob: 0.0014490630710497499>
<pmid: 11032899, isPK: False, prob: 0.03191469609737396>
<pmid: 11032739, isPK: False, prob: 0.0009145591757260263>
<pmid: 11032736, isPK: False, prob: 0.0008416657219640911>
<pmid: 11032182, isPK: False, prob: 0.0011284846113994718>
<pmid: 11032130, isPK: True, prob: 0.9997990727424622>
<pmid: 11032120, isPK: True, prob: 0.9713761210441589>
<pmid: 11031301, isPK: False, prob: 0.01461569033563137>
<pmid: 11030165, isPK: True, prob: 0.9999932050704956>
<pmid: 11030029, isPK: True, prob: 0.9999934434890747>
<pmid: 11029824, isPK: False, prob: 0.0012746879365295172>
<pmid: 11029635, isPK: False, prob: 0.0009924160549417138>
<pmid: 11029290, isPK: False, prob: 0.001551593653857708>
<pmid: 11029010, isPK: False, prob: 0.001207343302667141>
<pmid: 11028951, isPK: True, prob: 0.9999897480010986>
<pmid: 11028949, isPK: True, prob: 0.9999940395355225>
<pmid: 11028477, isPK: False, prob: 0.0016733489464968443>
<pmid: 11028252, isPK: True, prob: 0.9999929666519165>
<pmid: 11028251, isPK: True, prob: 0.9999935626983643>
<pmid: 11028223, isPK: True, prob: 0.9985200762748718>
<pmid: 11027882, isPK: False, prob: 0.0008830811711959541>
<pmid: 11027274, isPK: False, prob: 0.0009729396551847458>
<pmid: 11027031, isPK: True, prob: 0.9972495436668396>
<pmid: 11026740, isPK: False, prob: 0.001481877639889717>
<pmid: 11026634, isPK: False, prob: 0.0008340529166162014>
<pmid: 11026632, isPK: True, prob: 0.9999902248382568>
<pmid: 11025512, isPK: True, prob: 0.9999771118164062>
<pmid: 11024291, isPK: False, prob: 0.0011064786231145263>
<pmid: 11024196, isPK: True, prob: 0.9998226761817932>
<pmid: 11024080, isPK: False, prob: 0.0011966092279180884>
<pmid: 11023980, isPK: False, prob: 0.0008089869515970349>
<pmid: 11023911, isPK: False, prob: 0.0008922324632294476>
<pmid: 11023830, isPK: False, prob: 0.0008143736631609499>
<pmid: 11023709, isPK: True, prob: 0.9999923706054688>
<pmid: 11023542, isPK: False, prob: 0.000771752034779638>
<pmid: 11022799, isPK: True, prob: 0.9999949932098389>
<pmid: 11022188, isPK: False, prob: 0.0008515736553817987>
<pmid: 11022018, isPK: False, prob: 0.0009465786279179156>
<pmid: 11021920, isPK: False, prob: 0.0009277499048039317>
<pmid: 11020765, isPK: True, prob: 0.9999847412109375>
<pmid: 11020762, isPK: False, prob: 0.011866079643368721>
<pmid: 11020757, isPK: True, prob: 0.999609649181366>
<pmid: 11020484, isPK: False, prob: 0.0008481445838697255>
<pmid: 11020286, isPK: True, prob: 0.9963881969451904>
<pmid: 11020273, isPK: False, prob: 0.0009062315220944583>
<pmid: 11020264, isPK: True, prob: 0.999098539352417>
<pmid: 11019995, isPK: False, prob: 0.0008235159330070019>
<pmid: 11019845, isPK: True, prob: 0.9999798536300659>
<pmid: 11019834, isPK: True, prob: 0.9999755620956421>
<pmid: 11019653, isPK: False, prob: 0.000960728561040014>
<pmid: 11018744, isPK: False, prob: 0.008228518068790436>
<pmid: 11018669, isPK: True, prob: 0.9997391104698181>
<pmid: 11018583, isPK: False, prob: 0.0007562267710454762>
<pmid: 11018550, isPK: True, prob: 0.997918426990509>
<pmid: 11018523, isPK: False, prob: 0.0011624486651271582>
<pmid: 11017724, isPK: True, prob: 0.9999918937683105>
<pmid: 11016910, isPK: True, prob: 0.9999860525131226>
<pmid: 11016873, isPK: False, prob: 0.0007232690695673227>
<pmid: 11016665, isPK: False, prob: 0.0007935230387374759>
<pmid: 11016418, isPK: True, prob: 0.9999929666519165>
<pmid: 11015703, isPK: False, prob: 0.0006158110336400568>
<pmid: 11015687, isPK: True, prob: 0.9909062385559082>
<pmid: 11015686, isPK: True, prob: 0.9997865557670593>
<pmid: 11015685, isPK: True, prob: 0.999990701675415>
<pmid: 11015617, isPK: True, prob: 0.7843725085258484>
<pmid: 11014410, isPK: True, prob: 0.9999898672103882>
<pmid: 11014408, isPK: True, prob: 0.9999872446060181>
<pmid: 11014407, isPK: True, prob: 0.9999932050704956>
<pmid: 11014359, isPK: False, prob: 0.0011420677183195949>
<pmid: 11013309, isPK: False, prob: 0.0008862210670486093>
<pmid: 11013303, isPK: False, prob: 0.0009247238631360233>
<pmid: 11013301, isPK: True, prob: 0.9999643564224243>
<pmid: 11013125, isPK: False, prob: 0.0008105020970106125>
<pmid: 11013077, isPK: False, prob: 0.0009123710915446281>
<pmid: 11013075, isPK: False, prob: 0.000739860872272402>
<pmid: 11012980, isPK: False, prob: 0.0008872002945281565>
<pmid: 11012899, isPK: False, prob: 0.0014802684308961034>
<pmid: 11012554, isPK: True, prob: 0.9999933242797852>
<pmid: 11012491, isPK: True, prob: 0.9998170733451843>
<pmid: 11011999, isPK: True, prob: 0.9999914169311523>
<pmid: 11011992, isPK: False, prob: 0.0008475276990793645>
<pmid: 11011991, isPK: False, prob: 0.27159398794174194>
<pmid: 11011990, isPK: True, prob: 0.9111942052841187>
<pmid: 11011980, isPK: False, prob: 0.001051226630806923>
<pmid: 11011824, isPK: False, prob: 0.0008881645044311881>
<pmid: 11011745, isPK: False, prob: 0.00923738069832325>
<pmid: 11010902, isPK: False, prob: 0.001265173777937889>
<pmid: 11010593, isPK: False, prob: 0.004153008572757244>
<pmid: 11009436, isPK: False, prob: 0.0016605057753622532>
<pmid: 11009051, isPK: True, prob: 0.9999834299087524>
<pmid: 11008958, isPK: True, prob: 0.9999914169311523>
<pmid: 11008920, isPK: True, prob: 0.9891843795776367>
<pmid: 11008907, isPK: False, prob: 0.0005737472674809396>
<pmid: 11008582, isPK: False, prob: 0.004670384339988232>
<pmid: 11008224, isPK: True, prob: 0.9999871253967285>
<pmid: 11007777, isPK: False, prob: 0.000943434948567301>
<pmid: 11007346, isPK: True, prob: 0.9999889135360718>
<pmid: 11007286, isPK: False, prob: 0.0011717857560142875>
<pmid: 11007282, isPK: True, prob: 0.9998160004615784>
<pmid: 11007063, isPK: True, prob: 0.9998916387557983>
<pmid: 11006361, isPK: True, prob: 0.9999932050704956>
<pmid: 11005823, isPK: False, prob: 0.0007263511070050299>
<pmid: 11005567, isPK: True, prob: 0.9999878406524658>
<pmid: 11004680, isPK: False, prob: 0.001776921795681119>
<pmid: 11003836, isPK: False, prob: 0.0008501929114572704>
<pmid: 11003200, isPK: True, prob: 0.9999898672103882>
<pmid: 11001823, isPK: False, prob: 0.0007498689810745418>
<pmid: 11001496, isPK: True, prob: 0.9984991550445557>
<pmid: 11001342, isPK: True, prob: 0.999993085861206>
<pmid: 11001226, isPK: True, prob: 0.9998481273651123>
<pmid: 11000552, isPK: True, prob: 0.9999943971633911>
<pmid: 11000549, isPK: False, prob: 0.0006904526380822062>
<pmid: 11000547, isPK: False, prob: 0.0008001548703759909>
<pmid: 11000545, isPK: True, prob: 0.99576735496521>
<pmid: 10999764, isPK: False, prob: 0.0011414356995373964>
<pmid: 10999760, isPK: True, prob: 0.9997444748878479>
<pmid: 10999759, isPK: True, prob: 0.9999909400939941>
<pmid: 10999734, isPK: False, prob: 0.002687280997633934>
<pmid: 10999729, isPK: True, prob: 0.9999924898147583>
<pmid: 10999430, isPK: True, prob: 0.9999934434890747>
<pmid: 10998568, isPK: False, prob: 0.0008206160855479538>
<pmid: 10998524, isPK: False, prob: 0.0017259364249184728>
<pmid: 10998488, isPK: False, prob: 0.10954088717699051>
<pmid: 10998109, isPK: False, prob: 0.0011544411536306143>
<pmid: 10997943, isPK: True, prob: 0.9999947547912598>
<pmid: 10997797, isPK: False, prob: 0.0007871275884099305>
<pmid: 10997682, isPK: False, prob: 0.0017177009722217917>
<pmid: 10997596, isPK: True, prob: 0.9999047517776489>
<pmid: 10997476, isPK: False, prob: 0.0008447779109701514>
<pmid: 10997368, isPK: True, prob: 0.9155468940734863>
<pmid: 10996503, isPK: True, prob: 0.9999831914901733>
<pmid: 10996483, isPK: True, prob: 0.9999300241470337>
<pmid: 10996479, isPK: True, prob: 0.9994763731956482>
<pmid: 10995775, isPK: False, prob: 0.0010730006033554673>
<pmid: 10995760, isPK: False, prob: 0.0009115296415984631>
<pmid: 10995589, isPK: False, prob: 0.00132495048455894>
<pmid: 10995208, isPK: False, prob: 0.0007674058433622122>
<pmid: 10995204, isPK: False, prob: 0.001334851374849677>
<pmid: 10995046, isPK: False, prob: 0.0007813996053300798>
<pmid: 10994742, isPK: True, prob: 0.8377364873886108>
<pmid: 10994739, isPK: False, prob: 0.0007373663829639554>
<pmid: 10994738, isPK: True, prob: 0.9999908208847046>
<pmid: 10994735, isPK: False, prob: 0.0008628626237623394>
<pmid: 10994734, isPK: False, prob: 0.0011606242042034864>
<pmid: 10994733, isPK: True, prob: 0.9998231530189514>
<pmid: 10994725, isPK: False, prob: 0.0015511246165260673>
<pmid: 10994161, isPK: True, prob: 0.9239826202392578>
<pmid: 10993795, isPK: False, prob: 0.0010633724741637707>
<pmid: 10993751, isPK: False, prob: 0.0014135822420939803>
<pmid: 10993704, isPK: False, prob: 0.000879217404872179>
<pmid: 10993450, isPK: False, prob: 0.0010851382976397872>
<pmid: 10993208, isPK: True, prob: 0.9999939203262329>
<pmid: 10993199, isPK: True, prob: 0.9999949932098389>
<pmid: 10992839, isPK: True, prob: 0.9999669790267944>
<pmid: 10992490, isPK: False, prob: 0.0020835695322602987>
<pmid: 10992304, isPK: False, prob: 0.011411521583795547>
<pmid: 10992001, isPK: True, prob: 0.9999898672103882>
<pmid: 10991868, isPK: True, prob: 0.9915366172790527>
<pmid: 10991865, isPK: True, prob: 0.9999873638153076>
<pmid: 10991852, isPK: True, prob: 0.9999938011169434>
<pmid: 10991836, isPK: True, prob: 0.9999932050704956>
<pmid: 10990203, isPK: True, prob: 0.9313332438468933>
<pmid: 10990202, isPK: True, prob: 0.9999868869781494>
<pmid: 10990197, isPK: False, prob: 0.0008701903861947358>
<pmid: 10990196, isPK: False, prob: 0.0017799132037907839>
<pmid: 10990195, isPK: False, prob: 0.006393047049641609>
<pmid: 10990193, isPK: False, prob: 0.0010523900855332613>
<pmid: 10990070, isPK: False, prob: 0.0009282255778089166>
<pmid: 10989948, isPK: True, prob: 0.9999911785125732>
<pmid: 10989935, isPK: False, prob: 0.0009542660554870963>
<pmid: 10989927, isPK: True, prob: 0.9959385395050049>
<pmid: 10989926, isPK: False, prob: 0.000846467271912843>
<pmid: 10989919, isPK: True, prob: 0.9968275427818298>
<pmid: 10989914, isPK: False, prob: 0.0008628240320831537>
<pmid: 10989168, isPK: True, prob: 0.9999582767486572>
<pmid: 10988038, isPK: False, prob: 0.0016319685382768512>
<pmid: 10987290, isPK: False, prob: 0.0006853103986941278>
<pmid: 10987193, isPK: True, prob: 0.9999954700469971>
<pmid: 10986433, isPK: True, prob: 0.9506257772445679>
<pmid: 10986284, isPK: False, prob: 0.0006686049164272845>
<pmid: 10986011, isPK: True, prob: 0.9999935626983643>
<pmid: 10985229, isPK: False, prob: 0.006097814068198204>
<pmid: 10985077, isPK: True, prob: 0.9999926090240479>
<pmid: 10984808, isPK: True, prob: 0.9999924898147583>
<pmid: 10984687, isPK: False, prob: 0.002813051687553525>
<pmid: 10984415, isPK: False, prob: 0.02750646136701107>
<pmid: 10984327, isPK: True, prob: 0.9999939203262329>
<pmid: 10984107, isPK: False, prob: 0.001155031262896955>
<pmid: 10983522, isPK: False, prob: 0.0008565055904909968>
<pmid: 10983521, isPK: True, prob: 0.9999936819076538>
<pmid: 10982548, isPK: False, prob: 0.0006911366363056004>
<pmid: 10982038, isPK: False, prob: 0.0008725940715521574>
<pmid: 10981998, isPK: True, prob: 0.9021017551422119>
<pmid: 10981730, isPK: True, prob: 0.9961750507354736>
<pmid: 10981716, isPK: False, prob: 0.0009954983834177256>
<pmid: 10980510, isPK: True, prob: 0.9991820454597473>
<pmid: 10980500, isPK: False, prob: 0.001470220391638577>
<pmid: 10980499, isPK: False, prob: 0.0008399744401685894>
<pmid: 10980453, isPK: False, prob: 0.0007815161370672286>
<pmid: 10980177, isPK: False, prob: 0.001799695543013513>
<pmid: 10980164, isPK: False, prob: 0.0033373001497238874>
<pmid: 10978189, isPK: False, prob: 0.0016129914438351989>
<pmid: 10978186, isPK: False, prob: 0.0015341509133577347>
<pmid: 10977132, isPK: False, prob: 0.0038745589554309845>
<pmid: 10976950, isPK: False, prob: 0.0008047858718782663>
<pmid: 10976676, isPK: True, prob: 0.9999831914901733>
<pmid: 10976549, isPK: True, prob: 0.9999287128448486>
<pmid: 10976545, isPK: True, prob: 0.9999940395355225>
<pmid: 10976544, isPK: True, prob: 0.9999934434890747>
<pmid: 10976543, isPK: True, prob: 0.999993085861206>
<pmid: 10976516, isPK: False, prob: 0.0019069314002990723>
<pmid: 10974576, isPK: True, prob: 0.9999933242797852>
<pmid: 10974553, isPK: False, prob: 0.0018036523833870888>
